,Unnamed: 0,Title,Company,Location,Snippet,Job Url,Salary,Seniority
1076,1076, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
1077,1077, Food and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month",middle_level
1078,1078,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month",middle_level
1080,1080, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tIHT175FnS_5iabSYw7mTNPt6SSSiZ36lbPH4ObcGqYkNM4fWdB_VvYCht8rusyMFktNvVyc_999CmahVLeOXVw9IIzo8VSt98zvdh94-4CAfsbxuzrw04EFr9x0jm_J49FU7-Gpp_xcsO5mg-DwE95pgSR-j-2cRyRLt9Tn0eEFLJ4zfduXfbiXc6OudvCQ4QUU03s6XixTllqeFvnfnDmzbbZxHUUrhXaWlG1XTLruci-F6cn1JTxnzu0_tSgypcAh7HIrVelr3ma7q9XshwnV3uQXvqSuGKPkbihRFk7c=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
1081,1081, HR Manager,pro group electric bike and scooer,Makati,"Develop and implement HR strategies and initiatives aligned with the overall business strategy.Bridge management and employee relations by addressing demands,…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrTLwo4BEZ61idMT5iWx7bv10aHPb5f3LgySyddVzyWGBBVhK68pHVzYNTqe2PO8dpsDylIEsqxE5R4t3AmRB7UshjzuTrsEpYCBWZLY4ZGHWksAsfUjYsy0lBAqISzY09hav3dwyGsM4UrEAqz1LRHddgXtXJpRveEj7TtxAt22UZqh984SrVLp2-6oLM01bD-UuOKPq6ef-DeYEBZi9LmKWj3TtbGQ-q-KdsdiiMyTq5Z0HRfQTELCCFD6xYup54kKbjALmLT7E2w1MoVMCx_tWLAUNuSKTQ1Enj7q1riqDnC-_vn1RqMklSprhv86SYx_1TCBHtJxMVzTM4907SLhOut7_hUNlXnbZwqKElEy6ILK1JZa0XfYr-mFcOy0leaFHe3ww_NAyMkPnS-X-epe_SnpmdZS-wxuxmdJ8T1Pq_T9c59H5ZmIjTQiL7NXQ9hs5QrCdSxJ0tzlNP-J2NNkdLS98tTHQ=&p=1&fvj=1&vjs=3,"PHP 40,000 - PHP 55,000 a month",middle_level
1082,1082,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7454AVrvSkDDY4RvhIOC8tRLndr8iDG45r_uZuvUlbWnmLlk3O-oCPPxAEmewyd_0Hnd7uKDdNSck-o42RkahjK2B9cwiBBzqSa8qE-WLkUjpZ6FrnbmJ2BrESv8X7njIl0I1PWupzW1MGF0tQSmDBYLfayyRb0s3WhzTkCBpJtoBIOiUdSlOTZteY16BWSbIjB5oYxKX1OLkTYTr9zIg_d3cHKyKdDNpyDILObEyfJnJ7ZsrZPbbsM6cXEcxVf1n3isdIYObqGfb2V1xmMJlmvTHB5uNn7io&p=2&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level
1083,1083, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8e_Jaj0rYWwXFfCcCwkVa8YFSOnrshowApUWszlLO4MFEX1PEmupFE-EkXC3QXtf42_SRleMhqAN_IHjdeTG8GtYeefcDlOXuZm2uSK-qaA1Fr8IOTBakWhF4FE-mFV4l7v04Bs33ASL05NrWuWplF_lmKYxCL2AMw9IvRPMzNU1KMCWnNzl5vc_ELoxxlejZDQPVYonjZPQxL-5PE4v63kXAIpjFDOLm2N0IcXJ5nJGpcWmqrb_tupHXEqCOLM3x-Oc7rsMTlkIWQPbNnoTm4GJr6TID_R7N_GEazkUEzTcQ=&p=3&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level
1084,1084,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kQwqx8OXci15J6fq7BPGIWF9ZKoxJCVH0eqCsM1wt49LzWx66NG41f3ty1t0-gJe9eix-Bpp_OdYFRCxFjBWxwSv2NRYsYHJ7wDeUyITHHIYr9kwT3BhZO2gh8DCBjBO4L8UzddLXcKywU-TbpA8Ly47eqdKtMIsKRgvvnqLqwfxwrAUSHc_W40b8L5uDfxG2Yjms7oPSvN2hIC6lKGIRbVJf1qIDG1uf9GV5YVYMK_sf0dqUlQicMFSfv8CZ0mJl1memiW7fTGmWzzIDeN3W4s-MvBlR7hLxI5B-QNqpuhM=&p=4&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
1085,1085, Marketing Manager (Full Time) Work From Home,DrinkFit,Remote,"Will oversee inbound and Outbound Marketing campaigns of the company.Can analyze data gathered from specific resources, turn into graphs and present them to…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CzD41_wa0pJQ2EMc362fWKHNxn0qBF-KVwfu_dRalt96OHqgH_bWsYKLkr3nLCnEuEJME5v7SMoSN9XzxN3ECB9_vEh6EHuLUAESJ0up8baAbBPyBl_pOsUL6wyyi3FDO4SlTE_pxkLpy_P00SVR7ks9m79kUrH7_UjyQ95jYmzTh9pp1m3RNEZ5blFG_uelPvI4ihhB7cnhancbWgfMS01i3Haz7HJAYWyV7Ouz_sDywff63mA7fkgfQIkVUr5JbpyvDumBLHgvTXk6Yp8KmK6qccKAMh-iy8FHL9rwq3emU95GU5F_Lv4WfECN1ZliRYcaHYxI00DUqve-y4L_8jmVe7fZnM-SFHnFL3aTdpOcMYqQckF8RNredyRUotP3fWv0eHCWL_MyrGOBTCaOndJKOf_BusVNLDsEZUD4Rh7FwOhmFgg2OTlNtY8Jbr_uJ0DSX5dKKcAOr2CycfMD6b-2WMMcKazI7nmiinRiJLTowJ0EW39mNC&p=5&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
1086,1086, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
1089,1089,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month",middle_level
1090,1090, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
1091,1091,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month",middle_level
1092,1092, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
1094,1094, Human Resources Manager,GrowthAssistant,Remote,"This position is hand-on and will build and oversee the Human Resources function, owning the end-to-end GrowthAssistant (GA) and internal team member experience…",https://ph.indeed.com/company/GrowthAssistant/jobs/Human-Resource-Manager-0312f9feb3ccda3d?fccid=bc27547eac27f7b0&vjs=3,"PHP 50,000 - PHP 80,000 a month",junior_level
1095,1095, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3t-oVM_7y1qoZqtzw6NcL59kUT0jMknfQLcNnXPHWk2ojd4cIG5kaYu-7crkr-KhWaJI9ZTz-hb0ZSWnVaF04LqoUI3sdstgAm06o9X7xRDeci5PDup4A94gLYtZLmdHJZWTxWqSWFlTA3xHKyDVMCjarDE6RenXiEmuHvkFJY6ml0lIRzHm9s4KRh1khCB0j6xWhuQzQn1VMHyX_pbrS_glEUVrbxKt1uA8D6n52JGvMP_kPapjkPulYK3OTZCoIqxiPcsgtv5bduDXyNqvtpKEg7pr_EcYwehgfP3TeeNI8=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
1096,1096,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7GRCofFV1TAwgKV5fOEfKgDr0jsORJ2RDrPT9ggzvZtCfeC-_bn6cqeUWQrkalD4dM-tWdIm82zWnCvBfcHB9mBQvW59-YTr8oY7Tmkxs7Yv6JKu6aOdsYBcCMjnjH1JY6hckSJCYf66uHBerm1ck1QqqAVFRk5EpK0_nP3zDUXU-wK3xDuRTGUzQuAxDBcexBqVpFvkt66Rql--sjq8nELfttJqv6fxQ5nafGs0jpk_9SlZwqLfO9731HndEsSpqgaRn6bUOXCI2jc3khX8GJjIK2l-dnOSM&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level
1097,1097, HR Manager,pro group electric bike and scooer,Makati,"Develop and implement HR strategies and initiatives aligned with the overall business strategy.Bridge management and employee relations by addressing demands,…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrTLwo4BEZ61idMT5iWx7bv10aHPb5f3LgySyddVzyWGBBVhK68pHVzYNTqe2PO8dpsDylIEsqxE5R4t3AmRB7UshjzuTrsEpYCBWZLY4ZGHWksAsfUjYsy0lBAqISzY09hav3dwyGsM4UrEAqz1LRHddgXtXJpRveEj7TtxAt22UZqh984SrVp2F2fqk1mFlu91fQxhXPx62xqAvuy5Mb046G0RpStybFy2sgE6N__Z4euREwvuELhrXlA1olFEd1nppUwjF70szSEG-TO01yLS4yqvKjpzmnss0xb-qyGnsUZ4Qoil_6Hdt8Fja9qX3Oe10liHfYnHlWJkXuMEvZYiYEkfUsUQaVfm168mK1hzcdIqZuRHPIn4kndtBNxcCxs72d-9c5qhODgnZxydujqCCdE5C0oo8L-IZfpijkm9UBO9XtDc2CWn2hIRjgc432g0bdCC1rh13xyYxQUtZZ8VavmifuHXE=&p=2&fvj=1&vjs=3,"PHP 40,000 - PHP 55,000 a month",middle_level
1098,1098, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8e6P3Szkn8FwQCFl70a9kJTwV602BsCHwosm4-YhKxcdkZ09Qi7v3TqcpGzx3kLwt6Tf5zIfBFKuyuGBh6krIRvlpP9KmJ7zvQJmdkjA68m7yVIE5ghZGZgnZgRmKU1zskowiNs16U3mF_x65h4BHA3wWg7upDdmjN3ZmQFPhY9uPlWkFdiwOKJkROgzkMXBBwX3aYvko-GyLtBHuju6FXzoYetrp4ZbGIyIYCV-xgBJ6KzgpPZqgeLOXZjvhM2CG6Va7HrjMZHI4IENJpZvaa7iUawPDYpgQAT069M08Km2Y=&p=3&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level
1099,1099,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kVhbaYM9dtnQmfpWzOc7DX0PI0uw6sUkXjt-VAoo2j0dLEiW2BXLKK4iypKrwOZRgIKdYGQUaGQCC9A2S5XI-b1YUhhDuvudHyUw0rvcyhe4w0hrD4VSuVYa7ZGrQYAjaaUFC1GGVopkN_kRlb36jMhGYW11FNXBahcqlEuxoWG01xK4upX4blG4iWFvbjcNJL_eQ2Y66y4GFkyDtPGR-Blg68p6eMKWGa0VdAPhbWp-MngjQvY-td7nMCmSaipAdqMfIexCa7BMlOuy-Qv8u41pkJN-0ECgL7tsfvhHy0gM=&p=4&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
1101,1101, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
1104,1104,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month",middle_level
1105,1105, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
1106,1106,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month",middle_level
1107,1107, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
1109,1109, Human Resources Manager,GrowthAssistant,Remote,"This position is hand-on and will build and oversee the Human Resources function, owning the end-to-end GrowthAssistant (GA) and internal team member experience…",https://ph.indeed.com/company/GrowthAssistant/jobs/Human-Resource-Manager-0312f9feb3ccda3d?fccid=bc27547eac27f7b0&vjs=3,"PHP 50,000 - PHP 80,000 a month",junior_level
1110,1110,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kxqa95KdhA9JNxAmcyQbFgt2iu-WAdqDAVrcA0-p5VklE-35p4JpqaGtBaViLIkqh6nUAlC4IUad0qQEOU3S01R8RISLD79h_eYXpuaWF9tVEtQx2kgPQbL8LT_iFmq31uBIyngJPWYQFMThMtNGjsMuH7eCHb83Y0yU8ytaBTvF7prubDBebui10TzZfMoyuEsV7Deg293aDB-LxGHqqk9G_Eg0gThvBKo84T3o0wBsKm1xeqz8G67PhfkUrkT5UXy6x0Ls64Y9dI6bpd7Z4p_PehSIU5r6HbK78Vh4aeW0=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
1111,1111, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tbu-O2DmO7unVm5rOmPXZrICNdqbeRfLYpjzXLv96qfcf95CzKtQXXEZub_3WxGL56pler-EytBKqVit0hgEz7f8TePLOCda3yQ9k2_Po9x06XrXoF-7F6l6SM8udqE7YYkpO2H_P2_tYBSr2ermJYxisRHVYpSVK-tJfoHfVH6HdOsMrCP6Yv-mERf4rUuIeP5TdvzAZqaCjq2EUlIUWPJi-Ksvz6msy5bGM_aRVYaA4rKgFRn70zR-oCmlrA8Yx4-m_TmbKLz8H6iVJg4ncBXEU4d2Sv-Kt6y61V42P_PA=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
1112,1112, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8e63jilwMjMc7yK0Lb5XMfBm5I6hKNo62GgGkAj93v8UnZVno5NyUYpkYR2Ho42NEJx8CbGTpcObaJclz0IXfgzvM-WK4c6L5AAbLT9zFEvIiw7JhWmfqxtIq6ZkQ1ZDmQK0eZ3X6UPWLJXPyXlfABN9w2ZDt3mUYTQP0uHteIpWB5OfoJewuIvdGdFAljyKv8fozrZKnXKvVR5qwyH9QFDTABmPLAlFcvO6ilrQ6sBp2OQmgfQ3vMpLzUEkZG_9ZmsR50K_ECUT37n8W3E7rpoEYxrX-6kAZecYWX2cXEHtA=&p=2&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level
1113,1113, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
1115,1115,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month",middle_level
1116,1116,Restaurant Manager,Landers Central,Alabang,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month",middle_level
1117,1117,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month",junior_level
1118,1118, OPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month",middle_level
1120,1120, SHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month",middle_level
1121,1121, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
1123,1123, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
1124,1124, Food and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month",middle_level
1125,1125, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3t8mttQ8n_Q7cUK2A_zOUF-U2lsYBryYfsOK0xhutrd5nscEFqaqXdhYpJehD7JTLGuXR2hm2VD-ed38NODgowqCeyAH_gBTtaRb7F-QckEt1OUFIK2lHQyiR1HHdaKX8fLbT8HAY7PcBeYBWUgfI9q9eRrC2zA1JZWCqUJO3_NLKdwTDRxo6anScLpLrz47CBAFTCEnv6isx6NFisYqNQI5b9gvNM_iwNg108FmgP442ol-3CX0NrgYZlzRzYfWe4x1RYd_l2e5QC71_AadzXQIdpp0pDWOy1nikVkYF46Dc=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
